รหัส,ที่มา,วันที่,โครงการ,ประเภท,ห้อง,ตรม.,ชั้น,เช่า,ขาย,ทำเล,สถานี,ต้นทาง,เจ้าของ,ที่โพสต์,เพจ,หมายเหตุ
PTP5955,ชีท,13/11/2025,Perfect Masterpiece Rama 9 (เพอร์เฟค มาสเตอร์พีซ พระราม 9),บ้าน,3 Bed 4 Bath,241,2,"90,000",,"พระราม 9, มักกะสัน","MRT พระราม 9, ARL มักกะสัน",https://www.facebook.com/share/p/1F8PxyAnQc/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1EjxYXXtfn/?mibextid=wwXIfr,https://www.facebook.com/share/p/14RYhBBHPCb/?mibextid=wwXIfr,
PTP5954,ชีท,13/11/2025,Grand Bangkok Boulevard Ratchada-Ramintra 2(แกรนด์ บางกอก บูเลอวาร์ด รัชดา-รามอินทรา 2),บ้าน,5 Bed 6 Bath,507.37,3,"180,000","38,500,000","รัชดา, ห้วยขวาง","MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร",https://www.facebook.com/share/p/17MJULtpCo/?mibextid=wwXIfr,,https://www.facebook.com/share/p/19pxoR4aob/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Mf3VWFvMU/?mibextid=wwXIfr,
PTP5953,ชีท,13/11/2025,The Lumpini 24 (เดอะ ลุมพินี 24),คอนโด,2 Bed 2 Bath,55,30,"50,000",,"ทองหล่อ, อโศก, สุขุมวิท, ลุมพินี, สีลม","MRT ลุมพินี, BTS ศาลาแดง",https://www.facebook.com/share/p/1A1DhvpieE/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1Gs7q4CkmW/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Zkxpc2Zw9/?mibextid=wwXIfr,
PTP5952,ชีท,12/11/2025,Vibhavadee Suite (วิภาวดี สวีท),คอนโด,1 Bed 1 Bath,63.08,15,"16,900",,"วิภาวดี ดอนเมือง หลักสี่, เจริญนคร","MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว, BTS กรุงธนบุรี",https://www.livinginsider.com/istockdetail/DIoooI_boyCbIC.html,,https://www.facebook.com/share/p/1G2Z9NAmoJ/?mibextid=wwXIfr,https://www.facebook.com/share/p/17iMcReRA4/?mibextid=wwXIfr,
PTP5951,ชีท,12/11/2025,บ้านเดี่ยว ลาดพร้าว–สังคมสงเคราะห์ 12,บ้าน,4 Bed 5 Bath,250,2,"65,000",,"ลาดพร้าว, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_CejbDfb.html,,https://www.facebook.com/share/p/1A6v9v8GRG/?mibextid=wwXIfr,https://www.facebook.com/share/p/1ByRrLVJeg/?mibextid=wwXIfr,
PTP5950,ชีท,12/11/2025,The Tempo Ruamrudee (เดอะ เทมโป ร่วมฤดี),คอนโด,2 Bed 2 Bath,59,,"30,000","7,600,000","วิทยุ, ชิดลม, หลังสวน, เพลินจิต, นานา","BTS เพลินจิต, BTS นานา, BTS ชิดลม",https://www.livinginsider.com/istockdetail/DIoooI_CIyoojj.html,,https://www.facebook.com/share/p/1AMcT5AuFb/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GA7tx85qt/?mibextid=wwXIfr,
PTP5949,ชีท,12/11/2025,Rhythm Asoke (ริทึ่ม อโศก),คอนโด,1 Bed 1 Bath,35,36,"18,000","4,800,000","เพชรบุรีตัดใหม่, RCA, พระราม 9, มักกะสัน","MRT พระราม 9, ARL มักกะสัน, MRT เพชรบุรี",https://www.livinginsider.com/istockdetail/DIoooI_CIyofyb.html,,https://www.facebook.com/share/p/16Yqrco2oP/?mibextid=wwXIfr,https://www.facebook.com/share/p/17nknNKmh2/?mibextid=wwXIfr,
PTP5948,ชีท,12/11/2025,REACH Phahon Yothin 52 (รีช พหลโยธิน 52),คอนโด,1 Bed 1 Bath,30,4,"10,000",,"วิภาวดี ดอนเมือง หลักสี่, เจริญนคร","BTS สะพานใหม่, BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_CIyogIf.html,,https://www.facebook.com/share/p/1D29dG6ou5/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CnViDeKva/?mibextid=wwXIfr,
PTP5947,ชีท,12/11/2025,Supalai Veranda Ramkhamhaeng (ศุภาลัย เวอเรนด้า รามคำแหง ),คอนโด,2 Bed 2 Bath,,,,,"รามคำแหง, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_CICIygb.html,,https://www.facebook.com/share/p/1Bj8SVUvEY/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DLGu5L9uv/?mibextid=wwXIfr,
PTP5946,ชีท,12/11/2025,The Infinity Sathorn (ดิ อินฟินิตี้ สาทร),คอนโด,1 Bed 1 Bath,120,19,"65,000",,"สาทร, สีลม","BTS ช่องนนทรี, BTS ศาลาแดง, BTS สุรศักดิ์",https://www.livinginsider.com/istockdetail/DIoooI_byygDyy.html,,https://www.facebook.com/share/p/1Bj8SVUvEY/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BZ1PGrNNE/?mibextid=wwXIfr,
PTP5945,ชีท,12/11/2025,Hyde Sukhumvit 13 (ไฮด์ สุขุมวิท 13),คอนโด,2 Bed 2 Bath,76.87,24,"45,000",,"นานา, อโศก","BTS นานา, BTS อโศก, MRT สุขุมวิท",https://www.livinginsider.com/istockdetail/DIoooI_CCCefoj.html,,https://www.facebook.com/share/p/1A33hpBKS1/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Kcov4hFEp/?mibextid=wwXIfr,
PTP5944,ชีท,12/11/2025,Elio Del Ray (เอลลิโอ เดลเรย์),คอนโด,1 Bed 1 Bath,26,5,"12,000",,"อ่อนนุช, อุดมสุข, ปุณณวิถี, เจริญนคร","BTS ปุณณวิถี, BTS อุดมสุข, BTS กรุงธนบุรี",https://www.livinginsider.com/istockdetail/DIoooI_bIDDbDf.html,,https://www.facebook.com/share/p/1CgfCHBXPa/?mibextid=wwXIfr,https://www.facebook.com/share/p/1JiokpkDzf/?mibextid=wwXIfr,
PTP5943,ชีท,12/11/2025,TEAL Sathorn - Taksin (ทีล สาทร - ตากสิน),คอนโด,3 Bed 3 Bath,110,27,"50,000",,"เจริญนคร, วงเวียนใหญ่","BTS วงเวียนใหญ่, BTS โพธิ์นิมิตร, BTS กรุงธนบุรี",https://www.livinginsider.com/istockdetail/DIoooI_bICeIyo.html,,https://www.facebook.com/share/p/1Bw7M5jWfw/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GqUxaNMyw/?mibextid=wwXIfr,
PTP5942,ชีท,12/11/2025,Regent Home Sukhumvit 81 (รีเจ้นท์ โฮม สุขุมวิท 81),คอนโด,1 Bed 1 Bath,28,,"10,000",,"อ่อนนุช, อุดมสุข",BTS อ่อนนุช,https://www.facebook.com/share/p/1Erb9dFuq4/,https://www.facebook.com/sand.black1/,https://www.facebook.com/share/p/1DJ6TMdpsk/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DSN9EajfY/?mibextid=wwXIfr,Regent Home สุขุมวิท​81
PTP5941,ชีท,12/11/2025,XT PHAYATHAI (เอ็กซ์ที พญาไท),คอนโด,1 Bed 1 Bath,46.61,9,"28,000",,ราชเทวี พญาไท,"ARL ราชปรารภ, BTS พญาไท, BTS อนุสาวรีย์ชัยสมรภูมิ",https://www.facebook.com/share/p/1BqAPqPtez/,https://www.facebook.com/note.jattapong/,https://www.facebook.com/share/p/14NixHvgNDx/?mibextid=wwXIfr,https://www.facebook.com/share/p/17P5KJ54mU/?mibextid=wwXIfr,XT Phayathai
PTP5940,ชีท,12/11/2025,Chapter Thonglor 25 (แชปเตอร์ ทองหล่อ 25),คอนโด,1 Bed 1 Bath,29,6,"20,000",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย","BTS ทองหล่อ, BTS เอกมัย",https://www.facebook.com/groups/456957028207473/permalink/2005162816720212/,https://www.facebook.com/krit.rujisaran/,https://www.facebook.com/share/p/1A8mt2XneH/?mibextid=wwXIfr,https://www.facebook.com/share/p/16Yo5nEL2M/?mibextid=wwXIfr,แชปเตอร์ทองหล่อ
PTP5939,ชีท,12/11/2025,Ivy River Ratburana (ไอวี่ ริเวอร์ ราษฎร์บูรณะ),คอนโด,1 Bed 1 Bath,35,10,,"2,390,000",วงเวียนใหญ่,BTS วงเวียนใหญ่,https://www.facebook.com/share/p/1BhBSUEcon/,https://www.facebook.com/Prompituck/,https://www.facebook.com/share/p/1Rn9HvZhu9/?mibextid=wwXIfr,https://www.facebook.com/share/p/1EbdtThBYD/?mibextid=wwXIfr,Ivy River Ratburana
PTP5938,ชีท,12/11/2025,Life @ Ladprao 18 (ไลฟ์ แอท ลาดพร้าว 18),คอนโด,1 Bed 1 Bath,40,25,"17,000",,ลาดพร้าว,"MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว",https://www.facebook.com/share/p/19oKvhiiFf/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1WMwwdgejk/?mibextid=wwXIfr,https://www.facebook.com/share/p/1ALUNzhTPg/?mibextid=wwXIfr,ไลฟ์ ลาดพร้าว 18
PTP5937,ชีท,11/11/2025,Eight Thonglor Residences (เอท ทองหล่อ เรสซิเดนซ์),คอนโด,3 Bed 3 Bath,140,21,"100,000",,"ทองหล่อ, เอกมัย","BTS ทองหล่อ, BTS เอกมัย",https://www.facebook.com/share/p/195u1AgvVt/,https://www.facebook.com/scornat/,https://www.facebook.com/share/p/19gejzzTog/?mibextid=wwXIfr,https://www.facebook.com/share/p/1ADwnSttTZ/?mibextid=wwXIfr,Eight Thonglor Residences
PTP5936,ชีท,11/11/2025,The Maple @ Ratchada 19 (เดอะ เมเปิล รัชดา 19),คอนโด,1 Bed 1 Bath,26,4,"9,000",,"รัชดา, ห้วยขวาง","MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร",https://www.facebook.com/share/p/17byE1GyYE/,https://www.facebook.com/suphalerk.lohasammakul/,https://www.facebook.com/share/p/17gL1JdKBb/?mibextid=wwXIfr,https://www.facebook.com/share/p/1HvhDNvWQe/?mibextid=wwXIfr,The Maple@Ratchada 19
PTP5935,ชีท,11/11/2025,Villa Rachatewi (วิลล่า ราชเทวี),คอนโด,1 Bed 1 Bath,40,16,"20,000",,ราชเทวี พญาไท,"BTS ราชเทวี, BTS พญาไท, BTS สนามกีฬาแห่งชาติ",https://www.facebook.com/share/p/1KLjZgnfyd/,https://www.facebook.com/profile.php?id=61573444107332,https://www.facebook.com/share/p/1NTjdZ9hja/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BkP7przAb/?mibextid=wwXIfr,วิลล่าราชเทวี
PTP5934,ชีท,11/11/2025,NIA by Sansiri (เนีย บาย แสนสิริ),คอนโด,1 Bed 1 Bath,29.16,6,"16,000",,"อ่อนนุช, อุดมสุข, พระโขนง, เจริญนคร","BTS พระโขนง, BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/17nCGfNXXR/,https://www.facebook.com/soudavanh.boupha/,https://www.facebook.com/share/p/17ifx5uAjS/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AHGtnw7an/?mibextid=wwXIfr,NIA by Sansiri
PTP5933,ชีท,11/11/2025,Athenee Residence Ruamrudee (แอทธินี เรสซิเด้นซ์ ร่วมฤดี),คอนโด,4 Bed 4 Bath,198,28,"140,000",,เพลินจิต,BTS เพลินจิต,https://www.facebook.com/share/p/1BR17jfzzL/,https://www.facebook.com/onsri1/,https://www.facebook.com/share/p/18sqcPoEUT/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CtB4md9dY/?mibextid=wwXIfr,Athenee Residence
PTP5932,ชีท,11/11/2025,The Base Garden Rama 9 (เดอะ เบส การ์เดน พระราม 9),คอนโด,1 Bed 1 Bath,33,36,"15,000",,"เพชรบุรีตัดใหม่, RCA, พระราม 9, รามคำแหง",ARL รามคำแหง,https://www.facebook.com/share/p/17aLybREWa/,https://www.facebook.com/natty.riaw/,https://www.facebook.com/share/p/1DGUDDgR8A/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BmR5bguhL/?mibextid=wwXIfr,THE BASE GARDEN RAMA9
PTP5931,ชีท,11/11/2025,Wisdom Ratchada-Ladprao (วิซดอม รัชดา ลาดพร้าว),คอนโด,1 Bed 1 Bath,35,18,"19,000","5,550,000","รัชดา, ลาดพร้าว, ห้วยขวาง","MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร",https://www.facebook.com/share/p/1Bi5FiUKv3/,https://www.facebook.com/yings/,https://www.facebook.com/share/p/16Na6Xbp7V/?mibextid=wwXIfr,https://www.facebook.com/share/p/15opacTy7y/?mibextid=wwXIfr,วิซดอม รัชดา ลาดพร้าว
